FIPS,County,State,Civilian NonInst Pop,Percent Any Difficulty,Percent TwoTypes,Percent Hearing difficulty, Percent Vision difficulty,Percent Cognitive difficulty,Percent Ambulatory difficulty, Percent Selfcare difficulty,Percent Independent living difficulty,R_Hearing Difficulty,R_Vision difficulty,R_Cognitive difficulty,R_Ambulatory difficulty,R_Selfcare difficulty,R_Independent living difficulty,R_Overall disability
38013,Burke County, North Dakota,2179,8.67,3.21,4.31,0.73,3.03,3.07,0.60,2.11,0.36,0.00,0.06,0.01,0.01,0.02,0.03
38015,Burleigh County, North Dakota,92801,10.24,4.81,3.81,1.82,3.70,4.67,1.97,3.52,0.24,0.16,0.14,0.07,0.20,0.16,0.08
38017,Cass County, North Dakota,175452,9.40,3.67,3.00,1.67,3.35,4.04,1.20,2.74,0.09,0.12,0.10,0.04,0.04,0.06,0.04
38019,Cavalier County, North Dakota,3696,9.77,4.19,4.25,1.27,2.25,5.06,1.98,2.68,0.34,0.03,0.02,0.11,0.20,0.05,0.06
38021,Dickey County, North Dakota,4808,9.63,3.93,5.18,1.62,2.50,3.87,1.46,1.81,0.57,0.11,0.03,0.03,0.07,0.01,0.05
38023,Divide County, North Dakota,2244,14.17,5.39,3.70,1.25,6.11,6.55,1.43,3.30,0.21,0.03,0.64,0.28,0.06,0.13,0.37
38025,Dunn County, North Dakota,4337,12.06,4.38,5.74,1.38,4.06,5.33,1.94,2.49,0.69,0.05,0.21,0.13,0.19,0.04,0.19
38027,Eddy County, North Dakota,2222,19.89,7.38,7.02,5.40,6.44,7.92,1.13,3.87,0.86,0.93,0.70,0.49,0.03,0.23,0.82
38029,Emmons County, North Dakota,3256,15.57,6.51,6.94,3.59,3.38,7.52,1.81,3.22,0.86,0.73,0.10,0.43,0.15,0.11,0.51
38031,Foster County, North Dakota,3166,11.88,3.51,5.46,2.05,2.91,3.89,0.79,1.80,0.64,0.25,0.05,0.03,0.01,0.01,0.17
38033,Golden Valley County, North Dakota,1786,15.23,8.06,3.19,2.69,6.49,9.29,4.76,5.21,0.12,0.49,0.70,0.66,0.93,0.54,0.47
38035,Grand Forks County, North Dakota,68233,9.46,4.09,2.82,1.59,3.80,4.40,1.46,2.33,0.06,0.09,0.16,0.06,0.07,0.03,0.05
38037,Grant County, North Dakota,2295,14.99,6.32,5.40,2.75,3.97,8.63,2.35,4.62,0.62,0.51,0.19,0.58,0.34,0.41,0.45
38039,Griggs County, North Dakota,2312,15.66,3.89,7.14,1.64,3.63,7.18,0.82,1.51,0.87,0.12,0.14,0.38,0.01,0.01,0.52
38041,Hettinger County, North Dakota,2373,12.81,4.05,5.01,1.26,2.95,6.74,1.43,2.53,0.54,0.03,0.06,0.31,0.06,0.04,0.24
38043,Kidder County, North Dakota,2463,11.98,4.59,3.33,1.54,2.31,6.37,2.07,3.41,0.14,0.08,0.02,0.26,0.23,0.15,0.18
38045,LaMoure County, North Dakota,4051,12.34,4.89,6.27,1.93,2.39,5.46,1.36,2.64,0.77,0.20,0.02,0.15,0.05,0.05,0.21
38047,Logan County, North Dakota,1796,11.25,5.18,4.29,2.67,2.78,5.62,1.89,3.29,0.35,0.49,0.05,0.17,0.17,0.13,0.13
38049,McHenry County, North Dakota,5799,13.78,5.69,5.00,2.35,4.28,6.98,1.64,3.64,0.53,0.36,0.25,0.35,0.11,0.19,0.33
38051,McIntosh County, North Dakota,2488,12.86,5.35,7.19,2.65,2.01,6.35,0.92,3.22,0.88,0.48,0.01,0.25,0.02,0.11,0.25
38053,McKenzie County, North Dakota,13212,9.60,2.32,4.91,2.59,2.21,1.54,1.01,1.45,0.51,0.46,0.02,0.00,0.02,0.01,0.05
38055,McLean County, North Dakota,9429,10.59,4.48,4.32,1.76,2.80,4.52,1.56,3.34,0.36,0.15,0.05,0.06,0.09,0.14,0.10
38057,Mercer County, North Dakota,8329,11.77,4.20,6.23,1.67,2.77,4.95,0.85,2.25,0.76,0.12,0.04,0.10,0.01,0.02,0.17
38059,Morton County, North Dakota,30273,8.64,4.30,3.85,1.42,2.77,4.00,1.35,2.97,0.24,0.06,0.04,0.04,0.05,0.08,0.03
38061,Mountrail County, North Dakota,10258,14.37,6.06,4.10,3.33,4.74,7.57,1.71,3.71,0.30,0.68,0.34,0.44,0.12,0.20,0.39
38063,Nelson County, North Dakota,2824,16.78,6.91,7.08,3.82,4.04,7.90,2.02,3.75,0.87,0.78,0.21,0.48,0.21,0.21,0.62
38065,Oliver County, North Dakota,1837,13.17,6.10,6.97,3.86,2.78,5.82,3.16,3.97,0.86,0.79,0.04,0.19,0.64,0.25,0.27
38067,Pembina County, North Dakota,6770,11.91,4.84,4.19,2.16,3.16,6.69,2.73,3.13,0.32,0.29,0.08,0.30,0.50,0.10,0.18
38069,Pierce County, North Dakota,3960,9.92,2.65,3.71,1.26,3.28,4.07,1.87,1.54,0.22,0.03,0.09,0.04,0.16,0.01,0.06
38071,Ramsey County, North Dakota,11155,17.53,7.69,6.28,3.18,7.62,8.67,2.04,5.07,0.77,0.64,0.85,0.59,0.23,0.51,0.68
38073,Ransom County, North Dakota,5162,15.27,6.49,5.23,2.25,4.42,7.59,2.89,3.56,0.59,0.32,0.27,0.44,0.56,0.17,0.48
38075,Renville County, North Dakota,2372,14.42,4.97,5.19,0.67,6.24,4.64,1.56,3.54,0.58,0.00,0.67,0.07,0.09,0.17,0.40
38077,Richland County, North Dakota,16094,11.63,5.37,3.85,1.48,3.59,5.96,1.86,3.98,0.25,0.07,0.13,0.20,0.16,0.25,0.16
38079,Rolette County, North Dakota,14396,17.17,7.48,3.90,4.11,6.94,9.26,2.46,4.45,0.26,0.82,0.77,0.66,0.39,0.36,0.65
38081,Sargent County, North Dakota,3834,13.54,4.56,6.13,1.90,3.78,5.95,1.49,2.45,0.75,0.19,0.16,0.20,0.07,0.03,0.31
38083,Sheridan County, North Dakota,1409,12.85,5.25,6.67,1.92,1.99,6.32,1.92,2.56,0.82,0.20,0.01,0.25,0.18,0.04,0.24
38085,Sioux County, North Dakota,4331,12.01,4.85,3.95,1.41,3.19,6.81,1.41,3.69,0.27,0.05,0.08,0.32,0.06,0.20,0.19
38087,Slope County, North Dakota,742,17.52,7.55,7.14,2.96,3.23,7.28,2.96,4.18,0.87,0.57,0.08,0.39,0.58,0.29,0.68
38089,Stark County, North Dakota,30776,9.97,4.38,3.73,1.67,3.39,4.33,1.79,3.16,0.22,0.12,0.10,0.05,0.14,0.10,0.06
38091,Steele County, North Dakota,1744,10.21,2.81,3.96,1.95,2.64,3.96,1.26,1.26,0.27,0.21,0.04,0.03,0.04,0.00,0.08
38093,Stutsman County, North Dakota,20070,14.29,5.46,4.94,1.71,5.19,6.35,2.22,3.44,0.52,0.13,0.45,0.25,0.29,0.15,0.38
38095,Towner County, North Dakota,2192,13.59,5.84,4.84,1.78,3.60,6.57,1.82,2.33,0.49,0.15,0.13,0.28,0.15,0.03,0.31
38097,Traill County, North Dakota,7778,12.36,4.65,3.73,1.80,3.54,6.26,1.44,3.19,0.22,0.16,0.12,0.24,0.06,0.11,0.21
38099,Walsh County, North Dakota,10570,14.68,7.15,4.79,3.15,5.19,7.29,3.70,5.30,0.48,0.63,0.45,0.39,0.79,0.56,0.42
38101,Ward County, North Dakota,64190,10.48,4.24,3.60,1.75,4.17,4.21,1.45,3.13,0.19,0.14,0.23,0.05,0.07,0.10,0.09
38103,Wells County, North Dakota,3888,16.51,8.49,4.76,3.09,5.27,9.44,4.45,7.74,0.47,0.61,0.47,0.68,0.90,0.90,0.60
38105,Williams County, North Dakota,34869,10.30,4.43,3.41,2.91,3.62,3.94,1.53,3.67,0.16,0.55,0.13,0.03,0.08,0.19,0.08
39001,Adams County, Ohio,27497,20.79,11.10,6.14,4.46,9.79,11.09,4.30,7.14,0.75,0.86,0.96,0.83,0.89,0.85,0.86
39003,Allen County, Ohio,100774,16.11,6.87,4.76,3.11,5.97,7.63,2.29,4.62,0.48,0.62,0.62,0.45,0.32,0.41,0.56
39005,Ashland County, Ohio,52915,14.31,6.67,4.17,2.73,5.82,6.82,2.86,4.92,0.32,0.50,0.59,0.32,0.55,0.47,0.39
39007,Ashtabula County, Ohio,94978,16.57,7.54,5.03,3.01,6.21,8.01,2.85,5.77,0.54,0.59,0.66,0.50,0.54,0.65,0.60
39009,Athens County, Ohio,65217,16.13,7.16,4.19,3.06,7.58,7.21,2.92,4.76,0.32,0.60,0.84,0.39,0.57,0.44,0.56
39011,Auglaize County, Ohio,45184,10.81,4.46,3.38,1.78,3.27,5.66,1.68,3.27,0.15,0.15,0.09,0.17,0.12,0.12,0.11
39013,Belmont County, Ohio,64197,16.33,7.82,5.12,2.50,5.76,8.48,3.10,5.88,0.56,0.42,0.57,0.57,0.63,0.67,0.58
39015,Brown County, Ohio,43017,17.04,8.88,4.94,3.18,6.74,9.40,2.94,5.95,0.52,0.64,0.74,0.67,0.57,0.68,0.64
39017,Butler County, Ohio,376452,12.32,5.83,3.18,2.13,4.89,6.16,2.36,4.34,0.11,0.28,0.38,0.23,0.34,0.33,0.21
39019,Carroll County, Ohio,27050,14.98,7.09,5.13,2.72,5.36,7.53,2.59,4.60,0.56,0.50,0.50,0.43,0.43,0.41,0.45
39021,Champaign County, Ohio,38367,15.86,7.98,4.46,2.86,6.52,8.05,2.79,5.53,0.40,0.54,0.71,0.51,0.52,0.61,0.54
39023,Clark County, Ohio,133040,17.06,8.10,4.85,2.83,6.69,9.00,3.04,5.87,0.50,0.53,0.73,0.62,0.60,0.67,0.64
39025,Clermont County, Ohio,202956,13.66,6.63,4.09,2.24,5.51,6.55,2.50,4.85,0.30,0.32,0.53,0.28,0.40,0.46,0.32
39027,Clinton County, Ohio,41626,17.00,8.23,5.50,3.20,7.13,8.56,2.88,5.34,0.65,0.65,0.79,0.57,0.55,0.57,0.63
39029,Columbiana County, Ohio,99556,15.96,7.25,4.52,2.87,5.80,8.25,2.43,5.20,0.41,0.54,0.58,0.54,0.37,0.54,0.55
39031,Coshocton County, Ohio,36166,15.27,7.53,4.09,2.11,5.68,8.46,2.91,5.61,0.30,0.28,0.56,0.56,0.57,0.62,0.48
39033,Crawford County, Ohio,41253,17.16,8.19,4.94,3.31,5.97,9.40,3.27,5.97,0.52,0.67,0.62,0.68,0.67,0.69,0.65
39035,Cuyahoga County, Ohio,1232447,14.94,7.35,3.34,2.63,5.95,7.81,3.00,5.72,0.14,0.47,0.61,0.47,0.60,0.64,0.45
39037,Darke County, Ohio,50918,13.69,5.94,4.08,2.14,4.41,6.93,2.06,4.05,0.30,0.29,0.27,0.34,0.23,0.26,0.32
39039,Defiance County, Ohio,37869,12.42,5.75,4.23,2.55,4.39,6.03,2.25,4.01,0.33,0.44,0.27,0.21,0.30,0.26,0.22
39041,Delaware County, Ohio,200222,8.26,3.42,2.49,1.15,3.26,3.45,1.42,2.68,0.04,0.02,0.09,0.02,0.06,0.05,0.02
39043,Erie County, Ohio,73870,15.09,6.87,4.26,2.43,5.23,7.83,2.59,5.36,0.34,0.39,0.46,0.47,0.44,0.57,0.46
39045,Fairfield County, Ohio,151573,13.20,6.24,3.31,2.32,4.87,6.68,2.38,5.05,0.14,0.35,0.38,0.30,0.35,0.51,0.27
39047,Fayette County, Ohio,28292,18.45,9.66,5.32,3.72,8.20,9.13,3.69,5.88,0.60,0.76,0.89,0.64,0.79,0.67,0.74
39049,Franklin County, Ohio,1282411,11.31,5.12,2.77,1.92,4.88,5.36,2.10,3.80,0.06,0.20,0.38,0.14,0.24,0.21,0.14
39051,Fulton County, Ohio,41843,12.80,5.83,3.97,2.10,4.42,6.61,2.70,4.48,0.27,0.27,0.27,0.29,0.48,0.37,0.24
39053,Gallia County, Ohio,29701,19.75,10.09,5.78,3.91,7.58,11.49,3.63,7.16,0.70,0.79,0.85,0.86,0.77,0.85,0.81
39055,Geauga County, Ohio,93087,10.93,4.78,3.45,1.79,4.02,4.80,1.88,3.54,0.16,0.15,0.20,0.08,0.17,0.17,0.11
39057,Greene County, Ohio,162702,13.10,5.79,3.57,1.99,4.58,6.76,2.46,4.28,0.18,0.23,0.31,0.31,0.38,0.32,0.27
39059,Guernsey County, Ohio,38683,18.15,9.47,5.69,2.90,6.71,10.29,3.55,6.16,0.68,0.55,0.74,0.76,0.75,0.72,0.72
39061,Hamilton County, Ohio,805577,12.07,5.75,2.85,2.26,4.75,6.14,2.40,4.20,0.06,0.33,0.35,0.22,0.36,0.30,0.19
39063,Hancock County, Ohio,74933,11.64,5.31,3.59,1.83,4.34,5.49,2.23,3.67,0.19,0.17,0.26,0.15,0.29,0.19,0.16
39065,Hardin County, Ohio,31239,14.54,6.68,4.73,2.06,5.27,7.12,2.72,4.34,0.46,0.26,0.47,0.38,0.49,0.33,0.41
39067,Harrison County, Ohio,14944,18.73,9.27,5.28,3.02,7.02,9.72,3.53,6.17,0.60,0.59,0.78,0.71,0.75,0.72,0.76
39069,Henry County, Ohio,26771,13.25,6.06,3.73,2.16,4.78,6.78,2.40,4.63,0.22,0.30,0.35,0.32,0.36,0.41,0.28
39071,Highland County, Ohio,42552,18.39,9.76,5.73,3.28,6.37,10.43,3.31,7.52,0.69,0.67,0.69,0.78,0.69,0.88,0.74
39073,Hocking County, Ohio,27858,18.66,9.56,5.55,3.08,8.58,9.17,3.37,6.57,0.65,0.61,0.91,0.65,0.71,0.77,0.75
39075,Holmes County, Ohio,43079,7.87,3.94,2.05,1.62,2.78,4.22,1.77,3.11,0.01,0.11,0.04,0.05,0.14,0.09,0.01
39077,Huron County, Ohio,57776,13.83,5.96,4.16,2.54,4.63,6.37,2.36,4.21,0.32,0.44,0.32,0.26,0.34,0.30,0.34
39079,Jackson County, Ohio,32115,19.30,7.72,6.18,3.36,7.02,9.45,3.49,5.62,0.75,0.69,0.78,0.68,0.74,0.62,0.79
39081,Jefferson County, Ohio,65614,17.59,8.44,4.68,3.31,6.33,9.56,3.57,6.59,0.45,0.67,0.68,0.70,0.76,0.78,0.68
39083,Knox County, Ohio,60831,13.61,7.29,4.19,2.72,5.06,7.04,3.01,5.76,0.32,0.50,0.42,0.36,0.60,0.65,0.31
39085,Lake County, Ohio,227907,13.43,6.10,4.44,2.17,4.60,6.67,2.42,4.50,0.39,0.30,0.31,0.30,0.37,0.38,0.29
39087,Lawrence County, Ohio,59601,22.69,11.57,5.15,4.35,10.11,12.31,3.50,8.25,0.57,0.85,0.97,0.90,0.74,0.93,0.92
39089,Licking County, Ohio,172408,15.82,7.17,4.82,2.78,6.40,7.40,3.01,5.06,0.49,0.52,0.69,0.41,0.60,0.51,0.54
39091,Logan County, Ohio,44910,13.48,5.74,4.55,2.06,4.69,6.55,2.03,4.31,0.42,0.25,0.33,0.28,0.22,0.32,0.30
39093,Lorain County, Ohio,301415,14.50,6.78,4.26,2.42,5.26,7.45,2.72,4.88,0.34,0.39,0.47,0.42,0.49,0.46,0.41
39095,Lucas County, Ohio,426306,15.53,7.25,3.88,2.55,6.51,7.75,2.87,5.37,0.25,0.44,0.71,0.47,0.55,0.57,0.50
39097,Madison County, Ohio,38883,15.21,7.41,4.74,2.34,5.81,8.00,2.78,6.06,0.47,0.36,0.58,0.50,0.52,0.70,0.47
39099,Mahoning County, Ohio,225662,15.37,7.45,3.86,2.55,6.19,7.87,3.07,5.94,0.25,0.45,0.66,0.48,0.62,0.68,0.49
39101,Marion County, Ohio,59823,19.56,10.40,5.61,2.91,8.55,10.58,3.77,6.66,0.66,0.55,0.91,0.79,0.80,0.78,0.80
39103,Medina County, Ohio,176768,11.00,4.77,3.83,1.73,3.45,4.95,2.03,3.69,0.24,0.14,0.11,0.10,0.22,0.20,0.12
39105,Meigs County, Ohio,22872,23.68,11.82,8.23,5.29,10.30,11.33,3.29,7.85,0.94,0.92,0.97,0.85,0.68,0.91,0.94
39107,Mercer County, Ohio,40467,10.33,4.43,3.76,1.27,3.62,4.88,1.53,3.34,0.23,0.03,0.13,0.09,0.08,0.13,0.08
39109,Miami County, Ohio,104310,13.84,6.93,4.03,2.58,5.36,7.33,2.42,5.18,0.29,0.46,0.50,0.40,0.37,0.53,0.34
39111,Monroe County, Ohio,13805,20.88,8.92,7.06,4.14,8.05,9.97,3.48,6.35,0.87,0.82,0.88,0.73,0.74,0.74,0.86
39113,Montgomery County, Ohio,523385,15.50,7.42,3.66,2.63,6.18,8.28,2.93,5.50,0.20,0.47,0.66,0.54,0.57,0.60,0.50
39115,Morgan County, Ohio,14451,22.09,10.93,6.53,5.26,7.65,11.36,4.21,8.23,0.80,0.92,0.85,0.85,0.87,0.93,0.90
39117,Morrow County, Ohio,34810,15.14,6.55,4.50,3.02,5.85,6.77,2.12,4.03,0.40,0.59,0.59,0.31,0.25,0.26,0.47
39119,Muskingum County, Ohio,85284,15.58,7.05,4.86,2.04,5.92,7.73,2.49,5.28,0.50,0.25,0.61,0.46,0.40,0.55,0.51
39121,Noble County, Ohio,12071,20.12,9.54,9.49,1.66,5.22,9.93,3.45,7.46,0.98,0.12,0.46,0.73,0.73,0.88,0.83
39123,Ottawa County, Ohio,40182,15.52,7.84,5.87,2.26,5.22,8.11,3.07,5.86,0.71,0.33,0.46,0.52,0.62,0.67,0.50
39125,Paulding County, Ohio,18711,17.26,7.58,6.47,2.52,5.39,8.36,2.86,5.72,0.80,0.43,0.50,0.55,0.55,0.64,0.66
39127,Perry County, Ohio,35777,17.63,9.12,5.42,2.44,7.76,9.32,3.82,6.58,0.63,0.40,0.86,0.67,0.81,0.77,0.68
39129,Pickaway County, Ohio,53404,15.56,7.60,4.58,2.66,5.98,7.95,2.77,4.97,0.43,0.48,0.62,0.49,0.51,0.49,0.51
39131,Pike County, Ohio,27712,23.82,11.90,7.50,4.77,9.96,12.28,4.40,7.92,0.90,0.89,0.97,0.90,0.90,0.91,0.95
39133,Portage County, Ohio,161441,13.58,6.32,3.77,2.31,5.76,6.92,2.17,4.26,0.23,0.35,0.57,0.34,0.27,0.31,0.31
39135,Preble County, Ohio,40773,15.94,8.11,5.55,2.86,5.83,8.32,3.31,5.64,0.65,0.54,0.59,0.55,0.69,0.63,0.55
39137,Putnam County, Ohio,33646,9.68,4.45,2.91,1.39,3.40,4.91,1.91,3.64,0.07,0.05,0.11,0.09,0.18,0.19,0.05
39139,Richland County, Ohio,114386,16.23,8.21,4.72,3.06,6.36,8.10,3.24,5.78,0.46,0.60,0.69,0.52,0.67,0.65,0.57
39141,Ross County, Ohio,71236,20.72,10.10,6.10,3.78,8.13,10.83,3.71,6.92,0.74,0.77,0.89,0.81,0.79,0.82,0.86
39143,Sandusky County, Ohio,58105,15.15,6.92,3.97,2.50,5.93,7.90,2.50,5.05,0.27,0.42,0.61,0.48,0.40,0.50,0.47
39145,Scioto County, Ohio,73255,22.78,11.40,5.95,4.05,9.62,12.93,3.69,7.47,0.72,0.81,0.96,0.92,0.79,0.88,0.93
39147,Seneca County, Ohio,54427,14.49,6.24,3.66,2.30,5.70,7.13,2.25,4.27,0.21,0.34,0.56,0.38,0.30,0.31,0.40
39149,Shelby County, Ohio,48410,13.21,6.43,4.15,2.29,4.69,7.37,2.36,4.57,0.31,0.34,0.33,0.41,0.35,0.40,0.28
39151,Stark County, Ohio,367654,13.36,6.20,3.52,1.85,4.97,6.93,2.54,4.57,0.17,0.17,0.40,0.34,0.42,0.40,0.29
39153,Summit County, Ohio,535722,13.09,6.27,3.20,1.97,5.13,6.78,2.72,5.07,0.12,0.22,0.44,0.32,0.49,0.51,0.27
39155,Trumbull County, Ohio,196897,15.08,6.59,3.69,2.01,5.56,8.09,2.81,5.12,0.21,0.23,0.54,0.51,0.53,0.52,0.46
39157,Tuscarawas County, Ohio,91366,14.40,6.87,4.43,2.37,5.54,7.50,2.23,4.55,0.39,0.37,0.53,0.43,0.29,0.39,0.40
39159,Union County, Ohio,53550,10.16,4.17,2.95,1.28,4.02,4.44,1.68,3.12,0.07,0.04,0.20,0.06,0.12,0.09,0.07
39161,Van Wert County, Ohio,27993,15.28,6.52,4.99,1.99,6.15,7.39,2.01,4.53,0.53,0.23,0.65,0.41,0.21,0.38,0.48
39163,Vinton County, Ohio,13002,21.88,11.10,5.50,4.85,10.04,13.93,4.18,7.01,0.64,0.89,0.97,0.96,0.87,0.84,0.90
39165,Warren County, Ohio,221527,10.10,4.57,3.24,1.51,3.80,4.85,1.99,3.44,0.12,0.07,0.16,0.09,0.21,0.15,0.07
39167,Washington County, Ohio,59750,20.35,9.60,7.08,4.58,7.50,10.33,3.48,5.89,0.87,0.87,0.84,0.77,0.74,0.67,0.84
39169,Wayne County, Ohio,114966,12.68,5.75,3.82,2.22,4.48,6.11,2.17,4.36,0.24,0.32,0.29,0.22,0.27,0.33,0.23
39171,Williams County, Ohio,35749,15.36,7.05,5.20,3.19,4.97,7.57,2.80,4.77,0.58,0.64,0.40,0.43,0.53,0.44,0.49
39173,Wood County, Ohio,128845,11.65,4.66,3.19,1.89,4.24,5.41,1.80,3.30,0.11,0.19,0.24,0.14,0.15,0.13,0.16
39175,Wyandot County, Ohio,21743,13.54,5.79,4.24,2.59,4.08,6.53,2.68,4.15,0.34,0.46,0.22,0.28,0.47,0.29,0.31
40001,Adair County, Oklahoma,22078,19.08,9.56,6.45,5.36,6.30,11.98,3.56,5.85,0.79,0.93,0.68,0.89,0.76,0.66,0.78
40003,Alfalfa County, Oklahoma,4745,18.23,10.16,7.73,5.69,6.98,10.81,4.15,5.67,0.91,0.95,0.77,0.81,0.86,0.63,0.73
40005,Atoka County, Oklahoma,12337,23.17,11.99,8.96,6.65,8.62,12.86,3.74,6.71,0.96,0.97,0.91,0.92,0.80,0.79,0.93
40007,Beaver County, Oklahoma,5298,11.70,5.81,4.61,3.04,3.68,6.74,2.06,2.59,0.43,0.60,0.14,0.31,0.23,0.04,0.16
40009,Beckham County, Oklahoma,20219,14.30,7.17,3.77,2.09,5.65,8.62,3.00,4.49,0.23,0.26,0.55,0.58,0.59,0.37,0.39
40011,Blaine County, Oklahoma,8055,19.16,7.20,8.70,4.18,4.71,8.16,1.99,2.97,0.96,0.83,0.34,0.52,0.20,0.08,0.78
40013,Bryan County, Oklahoma,45993,21.70,11.33,7.69,5.94,8.08,11.33,3.66,6.92,0.91,0.95,0.89,0.85,0.78,0.82,0.89
40015,Caddo County, Oklahoma,27929,20.39,10.08,8.23,4.88,6.39,10.40,2.92,6.04,0.94,0.90,0.69,0.77,0.57,0.70,0.84
40017,Canadian County, Oklahoma,138461,13.28,6.22,4.85,3.14,4.31,6.31,2.04,4.41,0.50,0.63,0.26,0.25,0.22,0.35,0.28
40019,Carter County, Oklahoma,47692,19.55,10.27,6.39,5.22,7.33,10.91,4.31,6.93,0.79,0.92,0.82,0.82,0.89,0.82,0.80
40021,Cherokee County, Oklahoma,48254,18.29,9.13,5.35,3.50,5.62,10.82,3.11,6.82,0.61,0.71,0.55,0.81,0.63,0.81,0.73
40023,Choctaw County, Oklahoma,14624,24.19,12.90,7.77,6.43,9.33,13.72,5.03,8.57,0.92,0.96,0.95,0.95,0.95,0.95,0.95
40025,Cimarron County, Oklahoma,2157,17.48,6.35,9.50,3.11,3.66,7.56,1.85,2.50,0.98,0.62,0.14,0.43,0.16,0.04,0.67
40027,Cleveland County, Oklahoma,273487,13.48,5.95,4.31,2.53,4.94,6.57,2.22,4.17,0.35,0.43,0.40,0.28,0.29,0.29,0.30
40029,Coal County, Oklahoma,5511,24.68,14.08,8.37,7.51,10.38,13.25,4.30,9.13,0.94,0.98,0.97,0.93,0.89,0.96,0.96
40031,Comanche County, Oklahoma,108744,19.31,8.72,4.94,3.99,7.43,9.88,3.29,6.04,0.52,0.80,0.83,0.73,0.68,0.70,0.79
40033,Cotton County, Oklahoma,5729,22.10,11.15,6.65,5.46,7.96,12.53,3.98,6.81,0.82,0.93,0.88,0.91,0.84,0.80,0.90
40035,Craig County, Oklahoma,13593,22.53,13.08,8.37,5.63,8.00,13.16,6.42,8.18,0.94,0.94,0.88,0.93,0.99,0.93,0.92
40037,Creek County, Oklahoma,70625,13.59,6.80,4.10,2.43,4.86,7.58,2.39,4.70,0.30,0.39,0.37,0.44,0.36,0.43,0.31
40039,Custer County, Oklahoma,28625,12.48,5.12,3.05,2.43,4.71,6.19,1.45,2.77,0.09,0.39,0.34,0.23,0.07,0.06,0.22
40041,Delaware County, Oklahoma,42058,23.51,11.73,8.35,5.32,9.21,12.41,4.33,7.56,0.94,0.93,0.95,0.91,0.89,0.88,0.94
40043,Dewey County, Oklahoma,4826,14.79,5.04,6.76,2.71,3.54,7.07,2.01,3.83,0.83,0.50,0.12,0.37,0.21,0.22,0.43
40045,Ellis County, Oklahoma,3959,17.23,8.74,7.25,2.88,6.24,8.94,2.65,5.15,0.88,0.54,0.66,0.62,0.46,0.53,0.66
40047,Garfield County, Oklahoma,59739,15.18,6.42,4.91,3.01,5.32,7.62,2.41,4.45,0.51,0.59,0.48,0.45,0.37,0.36,0.47
40049,Garvin County, Oklahoma,27584,15.65,7.58,5.14,2.97,5.92,8.24,2.51,5.90,0.56,0.57,0.61,0.54,0.40,0.67,0.52
40051,Grady County, Oklahoma,54542,17.19,7.99,6.42,3.99,3.89,9.88,2.02,5.33,0.79,0.80,0.18,0.72,0.22,0.56,0.65
40053,Grant County, Oklahoma,4292,18.10,9.02,10.07,4.82,5.06,9.76,2.19,3.66,0.98,0.89,0.42,0.71,0.28,0.19,0.72
40055,Greer County, Oklahoma,4822,20.72,10.00,5.62,4.04,7.94,11.57,3.94,6.66,0.67,0.81,0.88,0.87,0.83,0.78,0.86
40057,Harmon County, Oklahoma,2618,21.85,10.85,5.69,2.94,9.05,12.30,4.16,4.66,0.68,0.56,0.94,0.90,0.87,0.42,0.90
40059,Harper County, Oklahoma,3730,21.18,9.44,9.36,4.10,4.64,13.24,2.57,5.23,0.97,0.82,0.32,0.93,0.43,0.54,0.87
40061,Haskell County, Oklahoma,12623,24.64,13.15,8.55,5.50,10.50,13.79,5.04,7.96,0.95,0.94,0.98,0.95,0.95,0.91,0.96
40063,Hughes County, Oklahoma,11921,19.06,9.07,4.85,3.26,7.13,11.57,3.93,6.44,0.50,0.66,0.79,0.87,0.83,0.76,0.77
40065,Jackson County, Oklahoma,23516,15.33,7.11,4.28,3.00,4.81,9.07,2.65,4.88,0.35,0.58,0.36,0.63,0.46,0.46,0.48
40067,Jefferson County, Oklahoma,6013,24.05,12.47,8.85,5.47,9.21,13.75,4.36,6.87,0.96,0.94,0.95,0.95,0.89,0.81,0.95
40069,Johnston County, Oklahoma,10942,23.07,13.50,9.08,4.94,9.36,14.31,4.29,6.95,0.97,0.90,0.95,0.96,0.88,0.83,0.93
40071,Kay County, Oklahoma,43691,20.82,9.59,6.57,4.47,7.72,10.02,3.52,6.41,0.81,0.86,0.86,0.74,0.75,0.75,0.86
40073,Kingfisher County, Oklahoma,15525,14.18,6.45,6.32,3.12,3.79,6.82,3.45,4.46,0.77,0.62,0.16,0.32,0.73,0.37,0.37
40075,Kiowa County, Oklahoma,8687,21.03,9.66,6.16,3.49,7.61,12.31,3.95,6.22,0.75,0.71,0.85,0.90,0.84,0.72,0.87
40077,Latimer County, Oklahoma,10137,23.97,13.15,8.09,6.04,8.67,14.41,5.98,8.77,0.93,0.96,0.92,0.97,0.98,0.95,0.95
40079,Le Flore County, Oklahoma,48819,22.24,11.93,7.27,5.90,8.09,11.98,5.60,8.59,0.88,0.95,0.89,0.89,0.97,0.95,0.91
40081,Lincoln County, Oklahoma,34521,19.16,9.02,7.13,3.75,5.98,10.37,2.98,5.63,0.87,0.77,0.62,0.77,0.59,0.62,0.78
40083,Logan County, Oklahoma,46284,14.91,8.02,4.51,2.78,4.89,8.58,4.89,6.53,0.41,0.52,0.38,0.58,0.94,0.77,0.44
